8.27E+00,2.82E+01,3.00E+03
8.36E+00,2.82E+01,3.29E+03
8.20E+00,2.84E+01,3.10E+03
8.15E+00,2.83E+01,3.19E+03
8.09E+00,2.84E+01,2.92E+03
8.15E+00,2.84E+01,3.29E+03
8.16E+00,2.83E+01,2.97E+03
8.23E+00,2.84E+01,3.25E+03
8.43E+00,2.87E+01,3.04E+03
8.41E+00,2.88E+01,3.11E+03
8.29E+00,2.86E+01,3.45E+03
8.30E+00,2.84E+01,2.99E+03
8.27E+00,2.83E+01,3.08E+03
8.32E+00,2.86E+01,3.10E+03
8.29E+00,2.82E+01,3.03E+03
8.24E+00,2.83E+01,2.79E+03
8.31E+00,2.84E+01,3.13E+03
8.28E+00,2.82E+01,3.03E+03
8.33E+00,2.85E+01,3.25E+03
8.29E+00,2.84E+01,3.26E+03
8.25E+00,2.84E+01,3.05E+03
8.15E+00,2.83E+01,3.24E+03
8.22E+00,2.85E+01,3.10E+03
8.31E+00,2.83E+01,2.89E+03
8.26E+00,2.85E+01,3.12E+03
8.32E+00,2.84E+01,3.01E+03
8.24E+00,2.84E+01,2.80E+03
8.35E+00,2.85E+01,2.93E+03
8.31E+00,2.85E+01,2.91E+03
8.36E+00,2.84E+01,3.11E+03
8.26E+00,2.83E+01,2.95E+03
8.35E+00,2.85E+01,2.86E+03
8.25E+00,2.84E+01,2.71E+03
8.36E+00,2.86E+01,2.96E+03
8.39E+00,2.87E+01,3.15E+03
8.35E+00,2.88E+01,2.89E+03
8.29E+00,2.85E+01,2.80E+03
8.31E+00,2.84E+01,3.05E+03
8.27E+00,2.83E+01,3.09E+03
8.27E+00,2.84E+01,2.78E+03
8.25E+00,2.84E+01,2.98E+03
8.29E+00,2.85E+01,2.63E+03
8.19E+00,2.87E+01,3.04E+03
8.35E+00,2.86E+01,2.89E+03
8.40E+00,2.85E+01,2.84E+03
8.31E+00,2.83E+01,2.89E+03
8.45E+00,2.88E+01,3.31E+03
8.19E+00,2.84E+01,2.75E+03
8.18E+00,2.86E+01,2.89E+03
8.15E+00,2.86E+01,2.92E+03
8.30E+00,2.86E+01,2.79E+03
8.33E+00,2.84E+01,2.88E+03
8.28E+00,2.83E+01,2.95E+03
8.23E+00,2.85E+01,3.05E+03
8.24E+00,2.86E+01,3.07E+03
8.33E+00,2.89E+01,2.76E+03
8.41E+00,2.88E+01,2.84E+03
8.32E+00,2.86E+01,2.81E+03
8.33E+00,2.88E+01,2.77E+03
8.32E+00,2.87E+01,2.86E+03
8.26E+00,2.85E+01,2.81E+03
8.29E+00,2.88E+01,3.17E+03
8.37E+00,2.86E+01,2.88E+03
8.38E+00,2.85E+01,2.83E+03
8.30E+00,2.84E+01,2.71E+03
8.44E+00,2.84E+01,2.83E+03
8.31E+00,2.84E+01,2.77E+03
8.29E+00,2.84E+01,2.87E+03
8.28E+00,2.85E+01,2.84E+03
8.30E+00,2.85E+01,3.01E+03
8.24E+00,2.85E+01,2.80E+03
8.29E+00,2.84E+01,2.75E+03
8.21E+00,2.84E+01,2.91E+03
8.16E+00,2.84E+01,2.85E+03
8.19E+00,2.84E+01,2.91E+03
8.31E+00,2.84E+01,2.69E+03
8.44E+00,2.84E+01,2.67E+03
8.39E+00,2.85E+01,2.98E+03
8.31E+00,2.83E+01,2.92E+03
8.29E+00,2.83E+01,2.66E+03
8.30E+00,2.84E+01,3.00E+03
8.32E+00,2.88E+01,2.94E+03
8.31E+00,2.84E+01,2.68E+03
8.27E+00,2.83E+01,2.96E+03
8.33E+00,2.84E+01,2.69E+03
8.29E+00,2.86E+01,2.90E+03
8.41E+00,2.84E+01,2.88E+03
8.39E+00,2.86E+01,2.97E+03
8.19E+00,2.86E+01,2.91E+03
8.31E+00,2.86E+01,3.07E+03
8.41E+00,2.84E+01,2.86E+03
8.31E+00,2.85E+01,2.75E+03
8.37E+00,2.84E+01,2.84E+03
8.28E+00,2.85E+01,3.05E+03
8.30E+00,2.83E+01,3.10E+03
8.26E+00,2.83E+01,2.85E+03
8.26E+00,2.85E+01,2.94E+03
8.22E+00,2.84E+01,2.95E+03
8.24E+00,2.86E+01,2.90E+03
8.20E+00,2.87E+01,3.04E+03
8.25E+00,2.84E+01,2.76E+03
8.42E+00,2.85E+01,3.01E+03
8.14E+00,2.83E+01,2.76E+03
8.31E+00,2.83E+01,2.97E+03
8.36E+00,2.87E+01,2.89E+03
8.38E+00,2.88E+01,2.82E+03
8.25E+00,2.86E+01,3.21E+03
8.51E+00,2.84E+01,2.92E+03
8.22E+00,2.85E+01,2.74E+03
8.29E+00,2.85E+01,2.96E+03
8.31E+00,2.84E+01,2.91E+03
8.22E+00,2.84E+01,2.88E+03
8.36E+00,2.85E+01,3.01E+03
8.36E+00,2.84E+01,2.93E+03
8.25E+00,2.85E+01,2.94E+03
8.29E+00,2.85E+01,2.97E+03
8.24E+00,2.85E+01,2.89E+03
8.32E+00,2.84E+01,2.72E+03
8.33E+00,2.85E+01,2.64E+03
8.29E+00,2.84E+01,2.89E+03
8.29E+00,2.87E+01,2.87E+03
8.22E+00,2.89E+01,2.83E+03
8.48E+00,2.90E+01,2.94E+03
8.29E+00,2.88E+01,2.69E+03
8.32E+00,2.84E+01,2.75E+03
8.44E+00,2.83E+01,2.70E+03
8.45E+00,2.85E+01,2.70E+03
8.35E+00,2.86E+01,2.89E+03
8.35E+00,2.85E+01,2.89E+03
8.42E+00,2.86E+01,2.95E+03
8.51E+00,2.85E+01,2.71E+03
8.39E+00,2.83E+01,2.89E+03
8.45E+00,2.84E+01,2.63E+03
8.33E+00,2.84E+01,2.70E+03
8.25E+00,2.85E+01,3.19E+03
8.25E+00,2.85E+01,2.90E+03
8.35E+00,2.86E+01,2.84E+03
8.25E+00,2.87E+01,2.99E+03
8.36E+00,2.88E+01,2.89E+03
8.33E+00,2.87E+01,2.87E+03
8.26E+00,2.85E+01,2.69E+03
8.19E+00,2.84E+01,2.88E+03
8.45E+00,2.85E+01,2.81E+03
8.41E+00,2.85E+01,2.76E+03
8.45E+00,2.85E+01,2.93E+03
8.55E+00,2.83E+01,2.72E+03
8.31E+00,2.84E+01,2.92E+03
8.37E+00,2.85E+01,2.87E+03
8.33E+00,2.84E+01,2.70E+03
8.28E+00,2.83E+01,2.77E+03
8.23E+00,2.86E+01,2.90E+03
8.29E+00,2.86E+01,2.90E+03
8.27E+00,2.84E+01,2.69E+03
8.18E+00,2.84E+01,2.62E+03
8.35E+00,2.84E+01,2.72E+03
8.19E+00,2.84E+01,2.82E+03
8.30E+00,2.84E+01,2.89E+03
8.25E+00,2.85E+01,2.65E+03
8.20E+00,2.85E+01,2.69E+03
8.26E+00,2.84E+01,2.76E+03
8.26E+00,2.85E+01,2.77E+03
8.22E+00,2.83E+01,2.83E+03
8.37E+00,2.83E+01,3.08E+03
8.28E+00,2.84E+01,2.88E+03
8.37E+00,2.85E+01,3.01E+03
8.41E+00,2.85E+01,2.91E+03
8.43E+00,2.85E+01,2.84E+03
8.34E+00,2.83E+01,2.91E+03
8.44E+00,2.83E+01,2.87E+03
8.41E+00,2.84E+01,2.90E+03
8.26E+00,2.85E+01,2.99E+03
8.32E+00,2.86E+01,2.75E+03
8.38E+00,2.84E+01,2.89E+03
8.31E+00,2.85E+01,2.74E+03
8.29E+00,2.85E+01,2.82E+03
8.21E+00,2.86E+01,2.64E+03
8.31E+00,2.84E+01,2.81E+03
8.44E+00,2.85E+01,2.73E+03
8.16E+00,2.88E+01,3.11E+03
8.09E+00,2.86E+01,2.77E+03
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
